"success","rt","trial_type","trial_index","plugin_version","time_elapsed","random_id","stimulus","response","task","word","condition","list","question_order","correct_answer","correct"
"","null","audio-keyboard-response","10","2.1.1","271223","p2kcua5fpkl","stimuli/Cogs 119 List 5.wav","null","","","","","","",""
"","19008","survey-text","11","2.0.0","291249","p2kcua5fpkl","","{""Q0"":""peace"",""Q1"":""yawn"",""Q2"":""drowsy"",""Q3"":""sleep"",""Q4"":""bed"",""Q5"":"""",""Q6"":"""",""Q7"":"""",""Q8"":"""",""Q9"":"""",""Q10"":"""",""Q11"":"""",""Q12"":"""",""Q13"":"""",""Q14"":""""}","free_recall","","","","","",""
"","null","audio-keyboard-response","12","2.1.1","316572","p2kcua5fpkl","stimuli/Cogs 119 List 3.wav","null","","","","","","",""
"","17470","survey-text","13","2.0.0","335053","p2kcua5fpkl","","{""Q0"":""syringe"",""Q1"":""cloth"",""Q2"":""knitting"",""Q3"":""sew"",""Q4"":"""",""Q5"":"""",""Q6"":"""",""Q7"":"""",""Q8"":"""",""Q9"":"""",""Q10"":"""",""Q11"":"""",""Q12"":"""",""Q13"":"""",""Q14"":""""}","free_recall","","","","","",""
"","null","audio-keyboard-response","14","2.1.1","361222","p2kcua5fpkl","stimuli/Cogs 119 List 4.wav","null","","","","","","",""
"","26810","survey-text","15","2.0.0","389049","p2kcua5fpkl","","{""Q0"":""boards"",""Q1"":""gravels"",""Q2"":""sand"",""Q3"":""rigid"",""Q4"":""bumpy"",""Q5"":""riders"",""Q6"":""uneven"",""Q7"":""smooth"",""Q8"":"""",""Q9"":"""",""Q10"":"""",""Q11"":"""",""Q12"":"""",""Q13"":"""",""Q14"":""""}","free_recall","","","","","",""
"","7425","html-keyboard-response","16","2.0.0","396477","p2kcua5fpkl","<p>You will now receive another test.<p> 
      <p>Here you will be shown a series of words that you may have seen previously.<p> 
      <p>Your task is to rate your confidence of seeing these words on a 4 point scale<p>
      <p>Definitely new<p> 
      <p>Maybe new<p>
      <p>Maybe seen before<p>
      <p>Definitely seen before<p>
      <p>Press any key to continue<p> 
   "," ","","","","","","",""
"","4047","survey-likert","17","2.0.0","400547","p2kcua5fpkl","","{""Q0"":1}","recognition","Mountain","critical","2","[0]","",""
"","3640","survey-likert","18","2.0.0","404191","p2kcua5fpkl","","{""Q0"":2}","recognition","Peak","studied","2","[0]","",""
"","2270","survey-likert","19","2.0.0","406463","p2kcua5fpkl","","{""Q0"":1}","recognition","Snow","weakly related","2","[0]","",""
"","1939","survey-likert","20","2.0.0","408423","p2kcua5fpkl","","{""Q0"":3}","recognition","Hill","studied","2","[0]","",""
"","3256","survey-likert","21","2.0.0","411682","p2kcua5fpkl","","{""Q0"":1}","recognition","Car","unrelated","2","[0]","",""
"","1774","survey-likert","22","2.0.0","413458","p2kcua5fpkl","","{""Q0"":1}","recognition","Draw","unrelated","2","[0]","",""
"","1943","survey-likert","23","2.0.0","415403","p2kcua5fpkl","","{""Q0"":3}","recognition","Hike","weakly related","2","[0]","",""
"","1560","survey-likert","24","2.0.0","416983","p2kcua5fpkl","","{""Q0"":3}","recognition","Couch","studied","1","[0]","",""
"","1741","survey-likert","25","2.0.0","418727","p2kcua5fpkl","","{""Q0"":1}","recognition","Ball","unrelated","1","[0]","",""
"","4291","survey-likert","26","2.0.0","423020","p2kcua5fpkl","","{""Q0"":3}","recognition","Table","studied","1","[0]","",""
"","2019","survey-likert","27","2.0.0","425058","p2kcua5fpkl","","{""Q0"":3}","recognition","Chair","critical","1","[0]","",""
"","2166","survey-likert","28","2.0.0","427227","p2kcua5fpkl","","{""Q0"":0}","recognition","Shoe","unrelated","1","[0]","",""
"","2672","survey-likert","29","2.0.0","429901","p2kcua5fpkl","","{""Q0"":2}","recognition","Cushion","weakly related","1","[0]","",""
"","3440","survey-likert","30","2.0.0","433343","p2kcua5fpkl","","{""Q0"":1}","recognition","Floor","weakly related","1","[0]","",""
"","2180","survey-likert","31","2.0.0","435527","p2kcua5fpkl","","{""Q0"":1}","recognition","Door","unrelated","6","[0]","",""
"","1989","survey-likert","32","2.0.0","437519","p2kcua5fpkl","","{""Q0"":3}","recognition","Sour","studied","6","[0]","",""
"","3945","survey-likert","33","2.0.0","441466","p2kcua5fpkl","","{""Q0"":2}","recognition","Sweet","critical","6","[0]","",""
"","2263","survey-likert","34","2.0.0","443731","p2kcua5fpkl","","{""Q0"":0}","recognition","Ghost","unrelated","6","[0]","",""
"","2073","survey-likert","35","2.0.0","445808","p2kcua5fpkl","","{""Q0"":1}","recognition","Salty","weakly related","6","[0]","",""
"","2022","survey-likert","36","2.0.0","447832","p2kcua5fpkl","","{""Q0"":3}","recognition","Sugar","studied","6","[0]","",""
"","3616","survey-likert","37","2.0.0","451451","p2kcua5fpkl","","{""Q0"":0}","recognition","Cherry","weakly related","6","[0]","",""
"","3825","survey-likert","38","2.0.0","455278","p2kcua5fpkl","","{""Q0"":0}","recognition","Click: Definitely New","attention_check","none","[0]","",""
"","2305","survey-likert","39","2.0.0","457586","p2kcua5fpkl","","{""Q0"":1}","recognition","Bed","studied","5","[0]","",""
"","1892","survey-likert","40","2.0.0","459480","p2kcua5fpkl","","{""Q0"":1}","recognition","Coma","weakly related","5","[0]","",""
"","1791","survey-likert","41","2.0.0","461273","p2kcua5fpkl","","{""Q0"":2}","recognition","Sleep","critical","5","[0]","",""
"","2487","survey-likert","42","2.0.0","463762","p2kcua5fpkl","","{""Q0"":0}","recognition","Chess","unrelated","5","[0]","",""
"","2434","survey-likert","43","2.0.0","466199","p2kcua5fpkl","","{""Q0"":0}","recognition","Calm","weakly related","5","[0]","",""
"","2510","survey-likert","44","2.0.0","468711","p2kcua5fpkl","","{""Q0"":0}","recognition","Fish","unrelated","5","[0]","",""
"","1701","survey-likert","45","2.0.0","470415","p2kcua5fpkl","","{""Q0"":0}","recognition","Tired","studied","5","[0]","",""
"","2726","survey-likert","46","2.0.0","473143","p2kcua5fpkl","","{""Q0"":0}","recognition","Stitch","weakly related","3","[0]","",""
"","1830","survey-likert","47","2.0.0","474975","p2kcua5fpkl","","{""Q0"":2}","recognition","Pin","studied","3","[0]","",""
"","1775","survey-likert","48","2.0.0","476752","p2kcua5fpkl","","{""Q0"":1}","recognition","Fast","unrelated","3","[0]","",""
"","1477","survey-likert","49","2.0.0","478231","p2kcua5fpkl","","{""Q0"":2}","recognition","Thread","studied","3","[0]","",""
"","1341","survey-likert","50","2.0.0","479574","p2kcua5fpkl","","{""Q0"":1}","recognition","Splinter","weakly related","3","[0]","",""
"","3326","survey-likert","51","2.0.0","482903","p2kcua5fpkl","","{""Q0"":2}","recognition","Needle","critical","3","[0]","",""
"","1734","survey-likert","52","2.0.0","484639","p2kcua5fpkl","","{""Q0"":1}","recognition","Stop","unrelated","3","[0]","",""
"","1651","survey-likert","53","2.0.0","486293","p2kcua5fpkl","","{""Q0"":1}","recognition","Chalk","weakly related","4","[0]","",""
"","2199","survey-likert","54","2.0.0","488496","p2kcua5fpkl","","{""Q0"":3}","recognition","Rough","critical","4","[0]","",""
"","2195","survey-likert","55","2.0.0","490693","p2kcua5fpkl","","{""Q0"":1}","recognition","Touch","studied","4","[0]","",""
"","1660","survey-likert","56","2.0.0","492355","p2kcua5fpkl","","{""Q0"":1}","recognition","Spike","weakly related","4","[0]","",""
"","1978","survey-likert","57","2.0.0","494335","p2kcua5fpkl","","{""Q0"":3}","recognition","Smooth","studied","4","[0]","",""
"","2252","survey-likert","58","2.0.0","496590","p2kcua5fpkl","","{""Q0"":1}","recognition","Key","unrelated","4","[0]","",""
"","1374","survey-likert","59","2.0.0","497967","p2kcua5fpkl","","{""Q0"":1}","recognition","Project","unrelated","4","[0]","",""
"","13042","survey-likert","60","2.0.0","511012","p2kcua5fpkl","","{""Q0"":0,""Q1"":0,""Q2"":0,""Q3"":0,""Q4"":0,""Q5"":0}","","","","","[0,1,2,3,4,5]","",""
"","5672","html-keyboard-response","61","2.0.0","516686","p2kcua5fpkl","
    <h2>Speed Memory Game</h2>
    <p>Press <strong>S</strong> if the word was studied.</p>
    <p>Press <strong>N</strong> if it was NOT studied.</p>
    <p>Respond as quickly as possible. (Please note it may be case sensitive)</p>
    <p>Press any key to begin.</p>
  "," ","","","","","","",""
"","2156","html-keyboard-response","62","2.0.0","518843","p2kcua5fpkl","<h1>Thread</h1>","s","speed_game","Thread","","","","s","true"
"","null","html-keyboard-response","63","2.0.0","519646","p2kcua5fpkl","<h2 style='color:green;'>Correct! </h2>","null","","","","","","",""
"","773","html-keyboard-response","64","2.0.0","520421","p2kcua5fpkl","<h1>Smooth</h1>","s","speed_game","Smooth","","","","s","true"
"","null","html-keyboard-response","65","2.0.0","521230","p2kcua5fpkl","<h2 style='color:green;'>Correct! </h2>","null","","","","","","",""
"","622","html-keyboard-response","66","2.0.0","521853","p2kcua5fpkl","<h1>Couch</h1>","s","speed_game","Couch","","","","s","true"
"","null","html-keyboard-response","67","2.0.0","522657","p2kcua5fpkl","<h2 style='color:green;'>Correct! </h2>","null","","","","","","",""
"","1224","html-keyboard-response","68","2.0.0","523882","p2kcua5fpkl","<h1>Tired</h1>","s","speed_game","Tired","","","","s","true"
"","null","html-keyboard-response","69","2.0.0","524691","p2kcua5fpkl","<h2 style='color:green;'>Correct! </h2>","null","","","","","","",""
"","526","html-keyboard-response","70","2.0.0","525218","p2kcua5fpkl","<h1>Sugar</h1>","s","speed_game","Sugar","","","","s","true"
"","null","html-keyboard-response","71","2.0.0","526022","p2kcua5fpkl","<h2 style='color:green;'>Correct! </h2>","null","","","","","","",""
"","864","html-keyboard-response","72","2.0.0","526887","p2kcua5fpkl","<h1>Peak</h1>","n","speed_game","Peak","","","","s","false"
"","null","html-keyboard-response","73","2.0.0","527692","p2kcua5fpkl","<h2 style='color:red;'>Wrong </h2>","null","","","","","","",""
"","1220","html-keyboard-response","74","2.0.0","528913","p2kcua5fpkl","<h1>Rough</h1>","s","speed_game","Rough","","","","n","false"
"","null","html-keyboard-response","75","2.0.0","529716","p2kcua5fpkl","<h2 style='color:red;'>Wrong </h2>","null","","","","","","",""
"","551","html-keyboard-response","76","2.0.0","530269","p2kcua5fpkl","<h1>Table</h1>","s","speed_game","Table","","","","s","true"
"","null","html-keyboard-response","77","2.0.0","531073","p2kcua5fpkl","<h2 style='color:green;'>Correct! </h2>","null","","","","","","",""
"","929","html-keyboard-response","78","2.0.0","532003","p2kcua5fpkl","<h1>Sleep</h1>","s","speed_game","Sleep","","","","n","false"
"","null","html-keyboard-response","79","2.0.0","532808","p2kcua5fpkl","<h2 style='color:red;'>Wrong </h2>","null","","","","","","",""
"","620","html-keyboard-response","80","2.0.0","533429","p2kcua5fpkl","<h1>Mountain</h1>","s","speed_game","Mountain","","","","n","false"
"","null","html-keyboard-response","81","2.0.0","534242","p2kcua5fpkl","<h2 style='color:red;'>Wrong </h2>","null","","","","","","",""
"","775","html-keyboard-response","82","2.0.0","535017","p2kcua5fpkl","<h1>Chair</h1>","s","speed_game","Chair","","","","n","false"
"","null","html-keyboard-response","83","2.0.0","535827","p2kcua5fpkl","<h2 style='color:red;'>Wrong </h2>","null","","","","","","",""
"","670","html-keyboard-response","84","2.0.0","536498","p2kcua5fpkl","<h1>Sour</h1>","s","speed_game","Sour","","","","s","true"
"","null","html-keyboard-response","85","2.0.0","537302","p2kcua5fpkl","<h2 style='color:green;'>Correct! </h2>","null","","","","","","",""
"","809","html-keyboard-response","86","2.0.0","538113","p2kcua5fpkl","<h1>Hill</h1>","n","speed_game","Hill","","","","s","false"
"","null","html-keyboard-response","87","2.0.0","538916","p2kcua5fpkl","<h2 style='color:red;'>Wrong </h2>","null","","","","","","",""
"","923","html-keyboard-response","88","2.0.0","539840","p2kcua5fpkl","<h1>Touch</h1>","n","speed_game","Touch","","","","s","false"
"","null","html-keyboard-response","89","2.0.0","540646","p2kcua5fpkl","<h2 style='color:red;'>Wrong </h2>","null","","","","","","",""
"","680","html-keyboard-response","90","2.0.0","541327","p2kcua5fpkl","<h1>Needle</h1>","s","speed_game","Needle","","","","n","false"
"","null","html-keyboard-response","91","2.0.0","542129","p2kcua5fpkl","<h2 style='color:red;'>Wrong </h2>","null","","","","","","",""
"","602","html-keyboard-response","92","2.0.0","542733","p2kcua5fpkl","<h1>Bed</h1>","s","speed_game","Bed","","","","s","true"
"","null","html-keyboard-response","93","2.0.0","543536","p2kcua5fpkl","<h2 style='color:green;'>Correct! </h2>","null","","","","","","",""
"","516","html-keyboard-response","94","2.0.0","544054","p2kcua5fpkl","<h1>Sweet</h1>","s","speed_game","Sweet","","","","n","false"
"","null","html-keyboard-response","95","2.0.0","544860","p2kcua5fpkl","<h2 style='color:red;'>Wrong </h2>","null","","","","","","",""
"","544","html-keyboard-response","96","2.0.0","545406","p2kcua5fpkl","<h1>Click N</h1>","n","speed_attention_check","","","","","","true"
"","1571","html-keyboard-response","97","2.0.0","546979","p2kcua5fpkl","<h1>Pin</h1>","s","speed_game","Pin","","","","s","true"
"","null","html-keyboard-response","98","2.0.0","547781","p2kcua5fpkl","<h2 style='color:green;'>Correct! </h2>","null","","","","","","",""
"","3012","html-keyboard-response","99","2.0.0","550796","p2kcua5fpkl","
      <h2>Game Results</h2>
      <p>Accuracy: 50%</p>
      <p>Average RT: 891 ms</p>
      <p>Press any key to continue.</p>
    "," ","","","","","","",""
"","49475","survey-text","100","2.0.0","600294","p2kcua5fpkl","","{""Q0"":""word list tasks, memory "",""Q1"":""n/a"",""Q2"":""moderately challenging, there was too much time between the words to second guess or forget"",""Q3"":""no"",""Q4"":""no""}","","","","","","",""
