"success","rt","trial_type","trial_index","plugin_version","time_elapsed","random_id","stimulus","response","task","word","condition","list","question_order","correct_answer","correct"
"","2315","survey-likert","34","2.0.0","465108","pck91rc4zg8","","{""Q0"":2}","recognition","Hike","weakly related","2","[0]","",""
"","2274","survey-likert","35","2.0.0","467384","pck91rc4zg8","","{""Q0"":3}","recognition","Mountain","critical","2","[0]","",""
"","2381","survey-likert","36","2.0.0","469767","pck91rc4zg8","","{""Q0"":3}","recognition","Peak","studied","2","[0]","",""
"","1769","survey-likert","37","2.0.0","471538","pck91rc4zg8","","{""Q0"":0}","recognition","Draw","unrelated","2","[0]","",""
"","1877","survey-likert","38","2.0.0","473418","pck91rc4zg8","","{""Q0"":2}","recognition","Snow","weakly related","2","[0]","",""
"","2176","survey-likert","39","2.0.0","475596","pck91rc4zg8","","{""Q0"":3}","recognition","Sugar","studied","6","[0]","",""
"","1957","survey-likert","40","2.0.0","477554","pck91rc4zg8","","{""Q0"":2}","recognition","Sweet","critical","6","[0]","",""
"","3728","survey-likert","41","2.0.0","481283","pck91rc4zg8","","{""Q0"":1}","recognition","Door","unrelated","6","[0]","",""
"","2099","survey-likert","42","2.0.0","483384","pck91rc4zg8","","{""Q0"":0}","recognition","Salty","weakly related","6","[0]","",""
"","2910","survey-likert","43","2.0.0","486296","pck91rc4zg8","","{""Q0"":0}","recognition","Ghost","unrelated","6","[0]","",""
"","2574","survey-likert","44","2.0.0","488870","pck91rc4zg8","","{""Q0"":1}","recognition","Cherry","weakly related","6","[0]","",""
"","2129","survey-likert","45","2.0.0","491000","pck91rc4zg8","","{""Q0"":1}","recognition","Sour","studied","6","[0]","",""
"","2090","survey-likert","46","2.0.0","493091","pck91rc4zg8","","{""Q0"":0}","recognition","Coma","weakly related","5","[0]","",""
"","2307","survey-likert","47","2.0.0","495399","pck91rc4zg8","","{""Q0"":1}","recognition","Chess","unrelated","5","[0]","",""
"","2542","survey-likert","48","2.0.0","497943","pck91rc4zg8","","{""Q0"":1}","recognition","Calm","weakly related","5","[0]","",""
"","2815","survey-likert","49","2.0.0","500759","pck91rc4zg8","","{""Q0"":2}","recognition","Tired","studied","5","[0]","",""
"","2865","survey-likert","50","2.0.0","503626","pck91rc4zg8","","{""Q0"":1}","recognition","Fish","unrelated","5","[0]","",""
"","2868","survey-likert","51","2.0.0","506496","pck91rc4zg8","","{""Q0"":3}","recognition","Bed","studied","5","[0]","",""
"","4386","survey-likert","52","2.0.0","510884","pck91rc4zg8","","{""Q0"":2}","recognition","Sleep","critical","5","[0]","",""
"","3226","survey-likert","53","2.0.0","514112","pck91rc4zg8","","{""Q0"":2}","recognition","Stitch","weakly related","3","[0]","",""
"","1824","survey-likert","54","2.0.0","515938","pck91rc4zg8","","{""Q0"":1}","recognition","Stop","unrelated","3","[0]","",""
"","3248","survey-likert","55","2.0.0","519189","pck91rc4zg8","","{""Q0"":2}","recognition","Splinter","weakly related","3","[0]","",""
"","4656","survey-likert","56","2.0.0","523847","pck91rc4zg8","","{""Q0"":1}","recognition","Pin","studied","3","[0]","",""
"","2852","survey-likert","57","2.0.0","526701","pck91rc4zg8","","{""Q0"":1}","recognition","Needle","critical","3","[0]","",""
"","2822","survey-likert","58","2.0.0","529525","pck91rc4zg8","","{""Q0"":1}","recognition","Fast","unrelated","3","[0]","",""
"","2282","survey-likert","59","2.0.0","531808","pck91rc4zg8","","{""Q0"":3}","recognition","Thread","studied","3","[0]","",""
"","11141","survey-likert","60","2.0.0","542951","pck91rc4zg8","","{""Q0"":1,""Q1"":0,""Q2"":1,""Q3"":0,""Q4"":0,""Q5"":1}","","","","","[0,1,2,3,4,5]","",""
"","5121","html-keyboard-response","61","2.0.0","548075","pck91rc4zg8","
    <h2>Speed Memory Game</h2>
    <p>Press <strong>S</strong> if the word was studied.</p>
    <p>Press <strong>N</strong> if it was NOT studied.</p>
    <p>Respond as quickly as possible. (Please note it may be case sensitive)</p>
    <p>Press any key to begin.</p>
  "," ","","","","","","",""
"","3498","html-keyboard-response","62","2.0.0","551574","pck91rc4zg8","<h1>Table</h1>","s","speed_game","Table","","","","s","true"
"","null","html-keyboard-response","63","2.0.0","552377","pck91rc4zg8","<h2 style='color:green;'>Correct! </h2>","null","","","","","","",""
"","1331","html-keyboard-response","64","2.0.0","553709","pck91rc4zg8","<h1>Chair</h1>","n","speed_game","Chair","","","","n","true"
"","null","html-keyboard-response","65","2.0.0","554512","pck91rc4zg8","<h2 style='color:green;'>Correct! </h2>","null","","","","","","",""
"","1212","html-keyboard-response","66","2.0.0","555725","pck91rc4zg8","<h1>Tired</h1>","s","speed_game","Tired","","","","s","true"
"","null","html-keyboard-response","67","2.0.0","556528","pck91rc4zg8","<h2 style='color:green;'>Correct! </h2>","null","","","","","","",""
"","1299","html-keyboard-response","68","2.0.0","557829","pck91rc4zg8","<h1>Sleep</h1>","n","speed_game","Sleep","","","","n","true"
"","null","html-keyboard-response","69","2.0.0","558632","pck91rc4zg8","<h2 style='color:green;'>Correct! </h2>","null","","","","","","",""
"","1548","html-keyboard-response","70","2.0.0","560181","pck91rc4zg8","<h1>Couch</h1>","s","speed_game","Couch","","","","s","true"
"","null","html-keyboard-response","71","2.0.0","560983","pck91rc4zg8","<h2 style='color:green;'>Correct! </h2>","null","","","","","","",""
"","761","html-keyboard-response","72","2.0.0","561746","pck91rc4zg8","<h1>Mountain</h1>","s","speed_game","Mountain","","","","n","false"
"","null","html-keyboard-response","73","2.0.0","562548","pck91rc4zg8","<h2 style='color:red;'>Wrong </h2>","null","","","","","","",""
"","944","html-keyboard-response","74","2.0.0","563494","pck91rc4zg8","<h1>Sweet</h1>","n","speed_game","Sweet","","","","n","true"
"","null","html-keyboard-response","75","2.0.0","564295","pck91rc4zg8","<h2 style='color:green;'>Correct! </h2>","null","","","","","","",""
"","1438","html-keyboard-response","76","2.0.0","565735","pck91rc4zg8","<h1>Pin</h1>","n","speed_game","Pin","","","","s","false"
"","null","html-keyboard-response","77","2.0.0","566538","pck91rc4zg8","<h2 style='color:red;'>Wrong </h2>","null","","","","","","",""
"","936","html-keyboard-response","78","2.0.0","567476","pck91rc4zg8","<h1>Touch</h1>","n","speed_game","Touch","","","","s","false"
"","null","html-keyboard-response","79","2.0.0","568279","pck91rc4zg8","<h2 style='color:red;'>Wrong </h2>","null","","","","","","",""
"","1147","html-keyboard-response","80","2.0.0","569427","pck91rc4zg8","<h1>Needle</h1>","s","speed_game","Needle","","","","n","false"
"","null","html-keyboard-response","81","2.0.0","570230","pck91rc4zg8","<h2 style='color:red;'>Wrong </h2>","null","","","","","","",""
"","846","html-keyboard-response","82","2.0.0","571077","pck91rc4zg8","<h1>Peak</h1>","s","speed_game","Peak","","","","s","true"
"","null","html-keyboard-response","83","2.0.0","571879","pck91rc4zg8","<h2 style='color:green;'>Correct! </h2>","null","","","","","","",""
"","788","html-keyboard-response","84","2.0.0","572668","pck91rc4zg8","<h1>Rough</h1>","s","speed_game","Rough","","","","n","false"
"","null","html-keyboard-response","85","2.0.0","573472","pck91rc4zg8","<h2 style='color:red;'>Wrong </h2>","null","","","","","","",""
"","1207","html-keyboard-response","86","2.0.0","574680","pck91rc4zg8","<h1>Smooth</h1>","n","speed_game","Smooth","","","","s","false"
"","null","html-keyboard-response","87","2.0.0","575483","pck91rc4zg8","<h2 style='color:red;'>Wrong </h2>","null","","","","","","",""
"","2220","html-keyboard-response","88","2.0.0","577704","pck91rc4zg8","<h1>Bed</h1>","s","speed_game","Bed","","","","s","true"
"","null","html-keyboard-response","89","2.0.0","578507","pck91rc4zg8","<h2 style='color:green;'>Correct! </h2>","null","","","","","","",""
"","1017","html-keyboard-response","90","2.0.0","579526","pck91rc4zg8","<h1>Click N</h1>","n","speed_attention_check","","","","","","true"
"","1675","html-keyboard-response","91","2.0.0","581202","pck91rc4zg8","<h1>Sour</h1>","n","speed_game","Sour","","","","s","false"
"","null","html-keyboard-response","92","2.0.0","582004","pck91rc4zg8","<h2 style='color:red;'>Wrong </h2>","null","","","","","","",""
"","1130","html-keyboard-response","93","2.0.0","583135","pck91rc4zg8","<h1>Sugar</h1>","n","speed_game","Sugar","","","","s","false"
"","null","html-keyboard-response","94","2.0.0","583938","pck91rc4zg8","<h2 style='color:red;'>Wrong </h2>","null","","","","","","",""
"","1659","html-keyboard-response","95","2.0.0","585598","pck91rc4zg8","<h1>Thread</h1>","s","speed_game","Thread","","","","s","true"
"","null","html-keyboard-response","96","2.0.0","586401","pck91rc4zg8","<h2 style='color:green;'>Correct! </h2>","null","","","","","","",""
"","1023","html-keyboard-response","97","2.0.0","587426","pck91rc4zg8","<h1>Hill</h1>","n","speed_game","Hill","","","","s","false"
"","null","html-keyboard-response","98","2.0.0","588228","pck91rc4zg8","<h2 style='color:red;'>Wrong </h2>","null","","","","","","",""
"","1820","html-keyboard-response","99","2.0.0","590050","pck91rc4zg8","
      <h2>Game Results</h2>
      <p>Accuracy: 50%</p>
      <p>Average RT: 1370 ms</p>
      <p>Press any key to continue.</p>
    "," ","","","","","","",""
"","106027","survey-text","100","2.0.0","696104","pck91rc4zg8","","{""Q0"":""If the relationship between word meaning imapcts your memory"",""Q1"":""I feel like, as the experiment continued, I stopped feeling as motivated to pay attention, so my memory was worse"",""Q2"":""Moderately challenging, there were words I definitely remembered and some that stood out to me, but by the time I had to answer what I heard I forgot "",""Q3"":""Nope"",""Q4"":""Nope""}","","","","","","",""
